team,rosterNumber,assist,steal,score,reb
 Grandpa Juice,2,1.4,0.2,1.8,1.6
 Grandpa Juice,6,4.33,2.17,10.17,6.33
 Grandpa Juice,7,2.88,1.62,11.12,2.25
 Grandpa Juice,8,3.33,3.67,11.67,5.67
 Grandpa Juice,10,0.83,0.33,12.33,6.0
 Grandpa Juice,11,2.0,0.0,2.0,1.0
 Grandpa Juice,15,3.29,0.86,12.86,4.14
 Grandpa Juice,16,0.0,0.0,1.33,1.33
 Grandpa Juice,21,0.0,1.0,8.0,3.0
 Grandpa Juice,25,2.17,1.5,3.17,7.5
 Grandpa Juice,34,2.29,1.0,13.57,8.14
 Grandpa Juice,55,0.0,1.0,2.0,1.0
 Grandpa Juice,91,3.17,0.83,16.67,8.17
 Grandpa Juice,99,1.0,1.0,5.33,8.33
BGG的贊助商是明龍汽車,1,1.29,1.0,6.14,6.57
BGG的贊助商是明龍汽車,2,0.0,0.0,0.0,2.0
BGG的贊助商是明龍汽車,3,0.56,0.62,2.62,4.06
BGG的贊助商是明龍汽車,5,0.0,0.0,0.0,1.0
BGG的贊助商是明龍汽車,7,0.0,1.0,0.0,0.0
BGG的贊助商是明龍汽車,8,1.0,1.6,1.8,3.8
BGG的贊助商是明龍汽車,9,5.0,2.17,7.67,5.83
BGG的贊助商是明龍汽車,10,2.0,0.86,3.86,4.43
BGG的贊助商是明龍汽車,11,3.5,2.0,5.5,3.12
BGG的贊助商是明龍汽車,12,1.43,0.57,5.57,4.29
BGG的贊助商是明龍汽車,17,3.0,1.5,9.0,9.0
BGG的贊助商是明龍汽車,18,0.0,1.0,0.67,3.0
BGG的贊助商是明龍汽車,23,0.0,0.0,0.0,1.0
BGG的贊助商是明龍汽車,24,3.2,1.9,12.9,5.0
BGG的贊助商是明龍汽車,28,1.2,1.4,4.7,2.0
BGG的贊助商是明龍汽車,30,1.17,0.83,9.42,9.42
BGG的贊助商是明龍汽車,40,0.0,0.0,0.0,0.0
BGG的贊助商是明龍汽車,41,1.93,1.29,15.14,9.29
BGG的贊助商是明龍汽車,88,0.33,0.0,0.0,1.33
BGG的贊助商是明龍汽車,91,1.71,1.07,9.86,2.07
BGG的贊助商是明龍汽車,98,1.0,0.0,4.0,3.0
BGG的贊助商是明龍汽車,99,1.7,1.6,9.3,10.5
Big Dix,0,2.0,1.0,5.0,5.0
Big Dix,1,2.67,1.17,12.33,8.67
Big Dix,2,0.0,0.5,2.33,4.33
Big Dix,3,3.5,1.0,7.0,12.0
Big Dix,5,1.5,1.86,2.45,4.32
Big Dix,6,1.38,1.0,3.62,3.5
Big Dix,8,1.45,1.09,5.82,4.55
Big Dix,9,1.0,3.38,5.0,9.62
Big Dix,10,0.75,0.25,4.25,4.75
Big Dix,11,2.0,0.0,24.0,11.0
Big Dix,12,3.57,2.48,22.57,5.96
Big Dix,15,2.38,2.25,13.75,4.12
Big Dix,18,1.2,0.6,5.8,6.8
Big Dix,20,0.43,0.14,4.71,1.14
Big Dix,22,3.5,1.71,14.86,9.57
Big Dix,25,1.75,1.75,7.75,6.0
Big Dix,32,2.0,6.0,9.0,14.0
Big Dix,35,0.0,0.0,5.0,1.0
Big Dix,61,1.56,1.22,10.89,4.44
Big Dix,69,2.89,1.32,12.47,9.68
Big Dix,91,0.0,0.5,1.0,4.0
DNT,0,0.5,1.0,7.0,3.0
DNT,1,1.5,0.25,3.75,2.75
DNT,5,1.67,0.67,1.33,1.67
DNT,8,0.33,0.17,4.5,3.33
DNT,10,0.0,0.0,0.67,1.67
DNT,12,2.5,0.5,20.5,8.0
DNT,14,0.4,2.0,8.6,3.6
DNT,16,0.0,1.0,5.0,4.5
DNT,18,1.67,0.67,9.33,5.0
DNT,21,1.5,1.0,6.0,6.33
DNT,24,2.67,1.33,5.33,6.67
DNT,27,1.0,0.0,0.0,2.0
DNT,30,1.33,0.33,0.67,2.0
DNT,33,1.0,2.0,3.0,0.0
DNT,41,1.0,1.4,18.4,16.0
DNT,66,1.4,0.8,3.6,1.6
Depth Bomb,0,1.0,1.0,3.0,5.0
Depth Bomb,3,2.4,1.8,13.1,4.0
Depth Bomb,4,2.11,1.33,5.33,9.78
Depth Bomb,6,1.0,0.0,0.0,0.0
Depth Bomb,7,0.5,0.5,2.0,3.5
Depth Bomb,8,0.0,0.0,1.0,3.5
Depth Bomb,10,0.5,0.8,1.9,2.7
Depth Bomb,11,0.71,1.29,5.14,2.0
Depth Bomb,12,0.0,0.0,0.0,0.0
Depth Bomb,13,1.9,1.0,1.1,1.8
Depth Bomb,21,1.4,0.8,3.6,2.4
Depth Bomb,23,1.11,1.33,8.56,5.33
Depth Bomb,24,0.67,0.44,3.11,2.89
Depth Bomb,26,0.73,1.82,9.82,3.73
Depth Bomb,31,1.0,0.0,1.0,1.0
Depth Bomb,37,1.57,1.14,7.71,7.43
Depth Bomb,39,1.0,0.0,4.0,8.0
Depth Bomb,42,1.0,0.33,0.67,2.0
Depth Bomb,88,0.2,0.2,0.8,2.0
Disney Princess,1,0.0,0.0,0.0,2.33
Disney Princess,2,2.0,1.0,7.0,4.67
Disney Princess,5,2.25,1.92,20.17,5.25
Disney Princess,9,2.38,1.5,5.12,5.0
Disney Princess,10,5.83,2.0,19.5,3.67
Disney Princess,12,0.5,0.0,0.0,2.0
Disney Princess,17,1.75,0.88,20.25,8.75
Disney Princess,30,3.92,2.08,25.62,5.92
Disney Princess,37,2.64,0.73,7.18,6.45
Disney Princess,55,1.33,1.0,8.87,13.13
Disney Princess,60,2.36,0.91,3.0,3.0
Disney Princess,66,4.0,3.0,7.0,7.0
Disney Princess,69,0.25,0.0,3.5,3.75
Disney Princess,88,0.11,0.0,0.33,1.22
Dream,1,1.25,0.92,19.33,11.42
Dream,2,1.4,1.1,9.6,6.1
Dream,4,2.25,1.42,0.83,1.67
Dream,5,4.07,2.57,8.79,5.0
Dream,6,0.44,0.89,4.22,5.67
Dream,7,2.54,1.23,13.31,3.62
Dream,8,0.17,0.0,2.67,1.67
Dream,9,0.2,1.4,2.4,4.4
Dream,10,1.0,0.5,0.0,0.5
Dream,11,1.08,0.67,6.58,2.17
Dream,12,0.12,1.0,1.88,2.0
Dream,13,2.4,1.0,5.8,1.9
Dream,14,0.56,0.11,1.44,2.33
Dream,24,1.23,1.08,9.54,4.46
Dream,25,0.43,0.29,2.0,4.0
Dream,32,1.17,1.17,4.0,2.5
Dream,33,1.0,0.4,2.4,10.8
Dream,88,1.0,0.86,8.57,8.71
Grandpa Juice,0,1.0,0.0,5.0,3.0
Grandpa Juice,2,1.04,0.4,2.08,3.16
Grandpa Juice,3,2.0,2.0,12.0,5.0
Grandpa Juice,5,4.33,2.33,13.0,4.0
Grandpa Juice,6,4.42,2.31,13.35,6.0
Grandpa Juice,7,2.33,2.17,15.17,4.83
Grandpa Juice,8,3.45,2.0,15.27,6.09
Grandpa Juice,9,2.75,2.0,19.25,6.25
Grandpa Juice,10,0.9,1.0,11.3,7.5
Grandpa Juice,11,3.0,1.6,8.1,5.0
Grandpa Juice,12,1.25,0.75,8.5,9.5
Grandpa Juice,13,1.75,0.75,8.0,7.5
Grandpa Juice,14,1.43,0.71,14.43,8.43
Grandpa Juice,15,2.43,1.71,11.38,3.67
Grandpa Juice,16,0.9,0.6,1.5,2.7
Grandpa Juice,21,0.43,0.71,2.57,3.57
Grandpa Juice,25,1.23,0.92,2.46,4.54
Grandpa Juice,34,1.5,1.12,8.5,5.62
Grandpa Juice,43,2.25,0.5,7.25,4.25
Grandpa Juice,47,2.27,1.53,6.4,4.27
Grandpa Juice,55,0.0,0.5,5.0,5.5
Grandpa Juice,91,3.0,1.33,16.0,4.33
Grandpa Juice,99,0.6,1.3,5.7,7.45
HangoverS,1,1.14,0.43,1.14,2.43
HangoverS,2,1.0,0.0,3.0,0.0
HangoverS,3,1.57,0.86,5.57,7.57
HangoverS,4,1.0,3.0,24.0,5.0
HangoverS,5,1.21,1.0,0.93,3.79
HangoverS,6,2.0,2.5,4.5,6.0
HangoverS,7,1.5,0.75,8.0,3.25
HangoverS,8,1.0,0.0,3.0,1.0
HangoverS,9,3.7,2.6,19.1,3.8
HangoverS,10,1.22,1.11,6.67,7.22
HangoverS,12,2.89,2.42,19.05,5.84
HangoverS,13,3.93,1.93,10.4,7.2
HangoverS,14,1.13,0.73,5.67,4.4
HangoverS,15,1.8,3.0,8.0,4.8
HangoverS,17,0.5,0.5,14.5,6.5
HangoverS,20,0.0,0.0,0.0,0.0
HangoverS,21,2.0,0.85,10.69,7.77
HangoverS,22,0.4,0.6,5.0,1.6
HangoverS,23,5.0,0.5,20.5,8.0
HangoverS,24,1.3,0.7,5.9,4.2
HangoverS,25,1.5,1.33,9.17,8.5
HangoverS,30,7.0,4.0,27.0,12.67
HangoverS,44,4.5,1.0,25.0,9.0
HangoverS,61,0.0,0.33,6.67,3.67
IBA Taipei,1,0.0,0.0,5.0,2.0
IBA Taipei,2,0.0,0.0,0.0,1.0
IBA Taipei,6,4.0,2.0,7.25,6.5
IBA Taipei,7,5.75,2.75,14.0,6.25
IBA Taipei,8,2.0,1.0,15.0,7.0
IBA Taipei,10,0.0,0.67,13.67,11.33
IBA Taipei,11,1.0,1.5,6.0,5.0
IBA Taipei,15,4.5,2.5,13.0,3.0
IBA Taipei,25,1.5,0.5,2.5,7.0
IBA Taipei,34,1.5,2.0,6.5,10.0
IBA Taipei,47,2.0,0.0,8.0,0.0
IBA Taipei,91,2.0,0.5,7.5,3.5
IBA Taipei,99,0.67,1.0,5.33,5.33
ITP,7,1.8,1.6,17.8,11.0
ITP,10,0.57,0.86,5.0,4.0
ITP,11,1.78,1.67,14.22,4.44
ITP,12,3.0,2.0,9.75,13.5
ITP,22,3.11,1.22,6.89,5.67
ITP,26,2.0,0.44,4.89,7.44
ITP,31,3.0,0.71,10.57,3.86
ITP,37,3.17,0.83,8.0,10.5
ITP,66,0.25,1.0,0.5,2.0
ITP,87,0.88,0.62,2.12,2.25
ITP,94,1.0,0.0,3.0,2.67
Intimepower,0,0.0,1.0,2.0,0.0
Intimepower,3,0.67,0.33,0.33,1.17
Intimepower,5,0.0,0.0,0.0,0.33
Intimepower,6,0.43,0.29,3.14,1.43
Intimepower,10,0.5,1.0,4.38,4.62
Intimepower,11,1.89,1.0,11.44,3.89
Intimepower,13,1.17,0.83,3.67,4.83
Intimepower,22,2.83,0.5,5.67,3.0
Intimepower,26,1.0,0.71,6.14,7.29
Intimepower,31,0.5,2.0,8.33,2.83
Intimepower,37,4.43,0.57,5.71,10.57
Intimepower,69,0.22,0.11,1.33,1.11
Intimepower,77,2.88,2.0,13.0,5.25
Intimepower,87,0.12,0.75,0.12,0.5
Intimepower,91,1.0,0.71,4.57,6.29
JTU,1,0.86,0.71,7.57,6.0
JTU,7,0.0,0.0,0.0,0.0
JTU,9,1.17,1.0,3.5,6.0
JTU,11,1.8,1.6,1.4,2.8
JTU,13,0.0,0.0,0.0,1.0
JTU,15,2.33,0.5,2.17,1.5
JTU,17,0.0,0.0,0.0,1.0
JTU,18,0.67,1.0,1.67,4.0
JTU,19,0.0,1.0,2.0,3.0
JTU,21,0.71,0.86,7.14,12.57
JTU,26,4.0,2.2,16.8,9.0
JTU,27,0.6,0.8,0.4,5.0
JTU,30,1.2,1.0,22.6,6.2
JTU,55,0.71,0.86,5.43,1.86
Jump man,0,1.75,1.0,13.25,7.75
Jump man,1,2.57,1.57,1.71,1.43
Jump man,7,0.2,0.4,1.2,1.4
Jump man,9,1.67,1.67,12.17,4.5
Jump man,10,0.75,1.75,6.25,1.75
Jump man,11,2.6,0.8,16.4,8.2
Jump man,12,4.0,2.33,8.33,3.0
Jump man,17,0.5,1.5,3.5,2.0
Jump man,21,1.0,0.67,3.33,7.33
Jump man,24,0.0,0.14,0.0,0.71
Jump man,25,0.0,1.0,0.0,1.0
Jump man,30,1.0,2.0,5.29,1.57
Jump man,39,0.67,0.67,0.0,1.33
Jump man,55,1.71,1.0,6.43,8.29
Krieger,4,1.67,0.67,4.0,4.67
Krieger,5,2.56,0.81,7.31,3.28
Krieger,7,0.11,0.11,0.74,1.0
Krieger,8,4.32,1.32,16.23,3.66
Krieger,9,2.58,1.12,6.24,3.15
Krieger,11,0.81,0.84,6.84,5.61
Krieger,13,0.87,0.37,1.9,2.17
Krieger,17,1.42,0.75,5.83,3.42
Krieger,20,1.91,1.0,16.17,5.17
Krieger,24,0.7,0.41,2.48,2.67
Krieger,25,2.6,1.4,6.4,3.8
Krieger,27,2.69,1.21,17.17,4.55
Krieger,33,1.21,0.68,7.63,3.74
Krieger,40,1.41,0.41,6.82,7.09
Krieger,45,1.27,0.69,4.04,6.65
Krieger,50,4.42,1.96,10.67,7.21
Krieger,84,1.36,0.36,6.0,3.43
Krieger,91,0.8,0.2,6.8,7.8
MOTION,1,0.5,1.17,1.67,2.83
MOTION,3,0.5,2.0,1.0,8.5
MOTION,4,1.5,1.17,16.33,7.17
MOTION,11,4.0,1.0,6.2,4.8
MOTION,15,0.0,0.0,0.0,0.0
MOTION,19,0.5,0.33,2.67,6.67
MOTION,21,0.57,1.57,5.86,8.0
MOTION,30,1.57,2.14,15.43,7.43
MOTION,31,1.0,2.0,3.0,5.33
MOTION,32,1.25,0.0,4.5,3.5
MOTION,34,1.0,0.0,1.2,2.2
MOTION,43,0.5,0.0,6.5,15.0
Man on Fire ,1,1.71,1.86,10.86,7.43
Man on Fire ,5,2.0,0.57,2.29,2.57
Man on Fire ,6,2.67,1.17,3.67,3.5
Man on Fire ,7,4.0,0.2,6.6,4.6
Man on Fire ,9,1.17,1.0,5.67,4.33
Man on Fire ,11,1.17,1.5,16.5,3.5
Man on Fire ,12,2.0,2.0,2.0,3.0
Man on Fire ,15,0.8,0.4,2.0,4.0
Man on Fire ,21,3.33,1.33,17.0,3.67
Man on Fire ,33,1.43,0.71,14.86,8.29
Man on Fire ,42,0.67,0.0,4.0,2.0
Man on Fire ,47,0.71,0.43,2.57,6.57
NET HOOPS,0,1.33,2.17,4.67,4.17
NET HOOPS,1,0.6,0.0,2.4,7.8
NET HOOPS,2,2.17,0.83,9.33,6.67
NET HOOPS,8,1.2,0.6,6.6,2.8
NET HOOPS,9,0.56,0.56,1.44,2.67
NET HOOPS,10,5.78,1.56,11.22,3.89
NET HOOPS,11,1.8,0.6,3.6,2.2
NET HOOPS,13,3.11,2.0,13.56,17.0
NET HOOPS,17,0.44,0.67,1.44,1.33
NET HOOPS,19,1.0,1.0,7.38,7.88
NET HOOPS,35,1.0,1.17,11.0,1.33
NET HOOPS,38,0.5,2.0,30.0,5.5
NET HOOPS,61,1.0,0.0,3.0,10.0
NET HOOPS,91,0.4,0.0,6.2,5.0
NETHOOPS,0,1.0,1.43,4.71,6.29
NETHOOPS,1,0.33,0.83,1.83,5.33
NETHOOPS,2,1.0,1.2,8.2,6.2
NETHOOPS,8,2.0,0.43,4.86,1.71
NETHOOPS,9,0.57,0.14,0.86,1.71
NETHOOPS,10,3.0,2.5,10.17,3.67
NETHOOPS,11,0.0,0.75,3.75,2.5
NETHOOPS,13,2.0,1.17,11.33,15.0
NETHOOPS,17,0.6,0.6,0.8,1.4
NETHOOPS,19,1.0,0.75,1.5,6.25
NETHOOPS,35,1.17,1.67,5.83,3.67
NETHOOPS,91,1.0,0.33,7.67,9.0
NO COACH,0,1.4,1.4,1.4,4.4
NO COACH,1,2.5,1.5,3.25,3.25
NO COACH,2,1.0,1.0,3.33,2.0
NO COACH,3,0.25,0.0,1.0,0.0
NO COACH,4,2.0,1.8,9.2,4.6
NO COACH,5,0.67,0.0,4.0,1.33
NO COACH,6,0.0,0.83,1.67,1.33
NO COACH,7,0.57,0.57,3.29,4.71
NO COACH,8,0.0,0.17,1.33,2.0
NO COACH,9,1.57,1.57,6.14,3.29
NO COACH,10,1.5,3.33,10.17,6.17
NO COACH,11,0.33,0.0,0.67,3.0
NO COACH,12,1.67,1.67,6.33,3.33
NO COACH,21,0.33,0.5,5.83,2.0
NO COACH,24,0.0,0.0,2.0,1.0
NO COACH,25,0.8,1.2,2.8,4.2
NT MADE,0,0.0,0.0,2.75,5.0
NT MADE,1,0.33,1.0,4.33,3.67
NT MADE,2,2.0,0.0,0.0,2.0
NT MADE,4,1.0,0.0,0.0,1.0
NT MADE,7,0.0,0.0,0.0,0.0
NT MADE,8,0.0,0.0,1.0,1.0
NT MADE,9,0.0,2.0,0.0,0.0
NT MADE,10,0.0,0.0,2.0,1.0
NT MADE,13,1.25,3.75,11.25,8.75
NT MADE,14,0.0,1.33,7.67,6.67
NT MADE,17,2.5,0.5,14.0,4.5
NT MADE,20,0.0,0.0,0.0,3.0
NT MADE,21,0.67,2.0,7.0,4.0
NT MADE,24,2.5,2.0,12.0,5.0
NT MADE,33,3.0,2.67,6.67,5.33
NT MADE,73,1.0,0.5,7.5,1.0
PENRITE 更好的機油,0,1.55,1.09,7.91,6.36
PENRITE 更好的機油,1,1.9,1.64,11.74,6.97
PENRITE 更好的機油,3,2.58,1.05,4.16,4.47
PENRITE 更好的機油,4,2.0,1.0,3.8,4.8
PENRITE 更好的機油,6,2.77,0.62,6.27,3.58
PENRITE 更好的機油,7,1.2,0.6,3.6,3.0
PENRITE 更好的機油,8,3.91,2.04,12.7,6.04
PENRITE 更好的機油,9,1.5,1.0,3.5,4.33
PENRITE 更好的機油,10,4.0,3.0,15.33,8.0
PENRITE 更好的機油,11,2.5,2.17,13.0,5.5
PENRITE 更好的機油,15,3.92,1.23,8.38,5.08
PENRITE 更好的機油,16,0.5,1.0,4.62,3.62
PENRITE 更好的機油,17,2.11,1.21,7.47,8.11
PENRITE 更好的機油,21,1.33,1.29,7.71,5.33
PENRITE 更好的機油,23,1.73,1.07,13.4,8.73
PENRITE 更好的機油,31,2.25,1.25,17.0,12.25
PENRITE 更好的機油,33,2.67,3.33,23.33,9.33
PENRITE 更好的機油,35,1.7,0.8,5.2,7.2
PENRITE 更好的機油,49,3.67,1.83,10.0,4.0
PENRITE 更好的機油,77,1.84,1.23,9.45,6.29
PENRITE 更好的機油,99,1.0,0.0,0.0,5.0
PandaFox,1,2.0,3.0,5.0,7.0
PandaFox,2,1.33,1.67,13.33,6.0
