team,rosterNumber,assist,steal,score,reb
咕嚕咕嚕牛肉麵,43,0.12,0.38,2.88,6.62
咕嚕咕嚕牛肉麵,54,1.0,1.56,10.33,9.89
咕嚕咕嚕牛肉麵,55,1.08,0.62,1.38,1.62
咕嚕咕嚕牛肉麵,66,0.43,0.71,3.0,4.29
咕嚕咕嚕牛肉麵,77,3.1,2.0,12.6,3.9
咕嚕咕嚕牛肉麵,88,0.33,1.67,20.0,6.0
咕嚕咕嚕牛肉麵,99,1.12,1.12,2.25,4.62
大坡池渡假會館 ,0,2.42,3.5,19.33,6.17
大坡池渡假會館 ,1,0.33,0.0,1.67,4.67
大坡池渡假會館 ,2,0.75,0.9,5.45,4.25
大坡池渡假會館 ,3,0.6,0.0,0.0,0.2
大坡池渡假會館 ,4,0.75,0.25,8.75,1.75
大坡池渡假會館 ,5,0.4,1.0,2.8,1.8
大坡池渡假會館 ,6,1.42,1.48,9.38,6.95
大坡池渡假會館 ,7,1.88,0.7,2.6,2.33
大坡池渡假會館 ,8,1.5,1.4,6.6,1.5
大坡池渡假會館 ,9,0.25,1.5,8.75,3.88
大坡池渡假會館 ,10,1.73,1.7,12.2,6.83
大坡池渡假會館 ,11,1.0,0.47,2.94,1.47
大坡池渡假會館 ,12,0.35,1.18,9.53,5.06
大坡池渡假會館 ,13,0.52,0.72,2.97,4.45
大坡池渡假會館 ,15,1.23,1.23,14.0,8.94
大坡池渡假會館 ,17,0.37,0.26,1.05,0.97
大坡池渡假會館 ,19,1.53,0.66,5.82,8.42
大坡池渡假會館 ,20,4.67,2.11,8.89,6.56
大坡池渡假會館 ,25,0.33,0.67,3.67,2.67
大坡池渡假會館 ,27,0.81,1.26,4.67,2.33
大坡池渡假會館 ,32,0.36,0.55,3.09,5.27
大坡池渡假會館 ,33,1.0,0.59,2.71,1.82
大坡池渡假會館 ,35,0.0,0.0,0.0,0.0
大坡池渡假會館 ,41,0.3,0.7,5.4,6.5
大坡池渡假會館 ,55,0.67,1.33,3.33,4.33
大坡池渡假會館 ,66,0.18,0.41,4.53,7.18
大坡池渡假會館 ,69,4.27,2.58,8.38,4.88
大坡池渡假會館 ,88,0.5,1.25,4.0,4.0
宇揚廚具,0,1.33,1.0,7.0,2.0
宇揚廚具,1,1.19,0.59,9.06,8.03
宇揚廚具,2,1.38,0.81,7.24,8.48
宇揚廚具,3,0.88,1.12,8.88,2.75
宇揚廚具,4,1.0,0.4,5.2,7.0
宇揚廚具,5,1.08,0.92,8.23,6.62
宇揚廚具,6,1.5,1.25,4.25,1.75
宇揚廚具,7,4.42,1.17,10.04,3.17
宇揚廚具,8,1.67,0.67,7.67,5.0
宇揚廚具,9,1.33,1.83,8.33,4.17
宇揚廚具,10,3.58,1.62,16.89,3.24
宇揚廚具,11,0.0,1.0,2.0,7.0
宇揚廚具,12,0.92,0.5,2.62,2.73
宇揚廚具,13,1.0,0.0,6.0,3.0
宇揚廚具,14,1.0,1.0,3.6,6.4
宇揚廚具,15,0.9,0.75,6.0,5.25
宇揚廚具,16,0.96,0.79,4.71,4.29
宇揚廚具,17,1.0,0.0,2.75,0.5
宇揚廚具,19,1.75,0.65,7.0,6.55
宇揚廚具,21,1.1,0.86,6.95,4.52
宇揚廚具,22,1.31,1.0,2.69,1.81
宇揚廚具,23,1.33,1.33,3.33,4.0
宇揚廚具,24,0.94,0.59,5.88,5.59
宇揚廚具,29,2.5,1.21,7.5,5.07
宇揚廚具,30,2.0,1.5,5.0,2.5
宇揚廚具,32,2.85,1.07,6.81,4.74
宇揚廚具,33,2.57,2.5,9.43,4.5
宇揚廚具,35,1.67,0.4,7.27,5.93
宇揚廚具,36,1.41,0.72,6.31,5.59
宇揚廚具,55,4.0,5.0,12.0,1.0
宇揚廚具,66,0.73,0.47,9.0,2.07
尚新工程,0,3.08,1.65,10.51,5.54
尚新工程,1,1.33,0.0,3.33,1.67
尚新工程,2,2.0,0.0,5.33,4.0
尚新工程,3,2.8,2.5,9.97,4.93
尚新工程,4,3.46,1.66,7.51,2.91
尚新工程,5,1.0,0.33,1.33,0.67
尚新工程,6,4.21,3.42,11.58,3.73
尚新工程,7,0.53,0.81,2.56,3.25
尚新工程,9,0.96,0.78,7.43,2.3
尚新工程,10,2.0,1.67,8.67,3.0
尚新工程,11,0.0,0.12,0.25,0.75
尚新工程,12,0.55,0.75,4.35,3.85
尚新工程,14,0.91,0.57,3.22,1.74
尚新工程,15,1.36,0.8,4.6,4.8
尚新工程,16,1.31,1.25,6.81,5.39
尚新工程,17,3.38,2.06,5.38,5.75
尚新工程,18,0.0,0.0,1.0,0.0
尚新工程,23,1.0,0.0,1.0,8.0
尚新工程,26,1.73,1.73,10.9,7.03
尚新工程,27,0.33,0.21,0.38,1.72
尚新工程,30,1.5,1.0,4.63,2.8
尚新工程,36,1.0,1.0,6.0,3.5
尚新工程,44,0.55,0.09,0.36,1.73
尚新工程,45,0.86,0.71,5.36,3.5
尚新工程,55,1.0,0.64,5.45,5.68
尚新工程,66,0.85,1.05,6.7,6.35
德威精業,1,0.5,1.0,0.75,4.25
德威精業,2,1.0,0.0,0.0,3.5
德威精業,3,0.75,0.75,0.75,2.5
德威精業,5,1.5,0.5,9.5,8.0
德威精業,6,1.75,1.25,6.75,8.5
德威精業,7,0.33,1.33,3.67,1.33
德威精業,10,0.75,4.5,13.75,7.75
德威精業,11,0.33,0.0,9.67,3.67
德威精業,12,0.0,0.0,8.5,3.5
德威精業,13,2.0,1.33,2.0,1.33
德威精業,33,1.67,0.0,0.67,4.33
德威精業,55,2.33,0.67,2.33,2.0
德威精業,66,0.0,0.0,3.0,2.33
德親設計-進攻犯規,1,1.13,0.53,6.13,5.2
德親設計-進攻犯規,2,0.69,0.08,4.92,3.0
德親設計-進攻犯規,3,0.64,0.64,2.71,1.57
德親設計-進攻犯規,4,2.0,1.29,3.86,5.14
德親設計-進攻犯規,5,1.52,1.38,10.42,5.9
德親設計-進攻犯規,6,2.0,0.9,5.4,3.9
德親設計-進攻犯規,8,0.33,0.46,1.33,2.38
德親設計-進攻犯規,9,4.0,2.0,5.67,7.67
德親設計-進攻犯規,10,3.47,1.11,10.26,8.16
德親設計-進攻犯規,11,0.9,1.8,9.4,7.7
德親設計-進攻犯規,12,3.75,3.0,18.5,13.5
德親設計-進攻犯規,13,1.41,2.76,17.0,4.47
德親設計-進攻犯規,15,1.76,0.56,6.2,2.16
德親設計-進攻犯規,16,1.46,0.84,7.11,4.11
德親設計-進攻犯規,18,1.52,0.74,4.78,4.57
德親設計-進攻犯規,21,0.8,0.89,7.89,2.91
德親設計-進攻犯規,24,0.49,0.29,1.17,1.23
德親設計-進攻犯規,33,1.0,1.0,0.0,0.0
德親設計-進攻犯規,36,2.36,1.5,13.86,9.36
德親設計-進攻犯規,55,2.08,1.11,5.58,2.68
德親設計-進攻犯規,66,2.17,0.67,2.0,1.83
德親設計-進攻犯規,69,4.48,2.07,6.63,3.78
德親設計-進攻犯規,77,1.15,1.69,10.38,5.15
惡鯊籃團,8,0.67,0.0,3.33,5.0
惡鯊籃團,9,0.0,0.0,0.67,1.0
惡鯊籃團,10,1.0,0.0,9.33,5.67
惡鯊籃團,11,1.33,1.0,11.33,5.33
惡鯊籃團,12,1.5,1.0,14.0,4.0
惡鯊籃團,23,2.5,1.0,7.0,10.5
惡鯊籃團,25,0.67,0.33,1.33,1.67
惡鯊籃團,26,0.0,0.0,0.0,0.5
惡鯊籃團,28,3.0,2.33,22.67,6.67
惡鯊籃團,31,0.67,0.0,0.0,0.67
惡鯊籃團,53,0.0,0.0,0.0,0.0
惡鯊籃團,85,3.67,3.0,5.0,5.33
慶隆百貨,4,1.0,0.0,4.0,10.0
慶隆百貨,5,1.5,1.5,1.0,2.0
慶隆百貨,6,1.0,0.0,4.0,3.0
慶隆百貨,7,3.0,1.0,15.0,6.0
慶隆百貨,9,3.0,2.0,16.0,6.0
慶隆百貨,14,1.0,2.0,3.0,4.0
慶隆百貨,15,0.5,0.0,4.0,2.5
慶隆百貨,21,1.0,0.5,6.5,2.5
慶隆百貨,23,0.0,2.0,13.0,10.0
慶隆百貨,24,1.0,0.0,0.0,2.0
慶隆百貨,74,0.0,2.0,8.0,1.0
慶隆百貨,81,2.5,1.0,19.5,4.0
成吉思汗,0,3.4,2.0,1.8,3.0
成吉思汗,1,0.5,0.5,0.5,0.25
成吉思汗,2,2.25,1.75,11.75,3.75
成吉思汗,6,1.0,1.25,12.75,9.25
成吉思汗,7,0.67,0.0,1.33,1.67
成吉思汗,8,0.4,0.2,2.6,3.6
成吉思汗,10,0.5,1.0,10.75,8.0
成吉思汗,11,1.0,0.75,7.25,3.0
成吉思汗,12,0.5,1.0,6.5,0.5
成吉思汗,13,1.0,0.0,4.0,1.0
成吉思汗,14,1.5,5.0,14.0,6.5
成吉思汗,19,3.0,1.5,6.0,6.5
成吉思汗,22,2.0,0.0,8.0,4.0
成吉思汗,23,0.8,0.0,3.0,0.8
成吉思汗,31,4.67,0.67,4.0,8.33
成吉思汗,37,0.5,0.0,3.0,3.5
成吉思汗,97,2.75,2.75,4.0,2.0
把天賦帶到士林,1,2.0,1.0,9.0,0.0
把天賦帶到士林,3,1.75,1.0,6.0,3.0
把天賦帶到士林,5,0.82,0.73,1.64,0.73
把天賦帶到士林,6,5.0,5.0,27.0,6.0
把天賦帶到士林,7,3.38,3.62,14.25,4.5
把天賦帶到士林,8,0.3,0.8,3.5,2.9
把天賦帶到士林,9,1.0,2.09,8.91,4.36
把天賦帶到士林,11,0.22,0.44,3.11,3.89
把天賦帶到士林,12,1.57,1.21,11.64,4.21
把天賦帶到士林,14,0.0,1.0,19.0,4.0
把天賦帶到士林,15,0.0,2.0,2.0,5.0
把天賦帶到士林,17,1.82,1.64,9.36,10.27
把天賦帶到士林,20,0.0,0.5,5.5,4.5
把天賦帶到士林,27,1.43,1.0,4.71,3.71
把天賦帶到士林,28,0.0,0.0,2.0,3.0
把天賦帶到士林,35,2.2,3.3,12.8,8.8
把天賦帶到士林,36,0.82,0.73,2.91,4.09
把天賦帶到士林,99,1.0,3.0,18.0,2.0
汙,0,4.75,2.0,4.25,1.75
汙,1,0.0,0.0,18.0,6.0
汙,2,0.25,1.0,1.0,1.0
汙,3,0.25,0.75,8.75,3.75
汙,4,0.25,0.25,1.0,2.5
汙,5,0.33,1.0,0.67,0.67
汙,7,1.0,0.25,3.25,6.25
汙,9,0.75,0.75,3.0,10.25
汙,11,0.5,0.0,3.5,4.5
汙,12,1.5,2.0,6.0,1.5
汙,13,0.25,1.25,2.5,1.75
汙,16,2.33,1.67,15.67,1.67
汙,36,0.0,0.0,2.0,5.0
汙,56,0.25,0.25,0.75,2.25
汙,87,0.75,1.25,7.0,5.75
浪花兄弟,0,2.0,1.8,6.6,7.8
浪花兄弟,1,0.0,2.0,2.0,6.0
浪花兄弟,2,3.5,1.5,11.0,3.25
浪花兄弟,3,7.75,1.25,9.25,6.0
浪花兄弟,5,3.5,2.5,4.5,5.0
浪花兄弟,6,1.5,1.5,10.83,7.67
浪花兄弟,7,3.0,1.0,12.5,4.0
浪花兄弟,10,2.0,0.0,0.0,5.0
浪花兄弟,11,0.0,0.0,0.0,4.0
浪花兄弟,15,1.0,0.0,0.0,3.0
浪花兄弟,24,3.67,1.67,8.0,1.67
浪花兄弟,26,3.33,2.67,14.33,6.33
浪花兄弟,27,1.0,1.0,5.0,0.0
浪花兄弟,30,2.25,1.5,12.5,4.5
浪花兄弟,52,0.0,1.5,3.0,1.5
浪花兄弟,55,1.2,1.2,5.8,6.0
浪花兄弟,77,0.0,1.0,6.75,2.0
浪花兄弟,99,2.0,0.67,15.33,5.0
籃教頭,0,2.5,2.0,11.0,8.0
籃教頭,2,1.75,2.0,8.25,2.0
籃教頭,3,1.29,0.43,2.29,3.57
籃教頭,4,0.91,0.45,3.64,3.09
籃教頭,5,2.4,1.6,6.4,3.0
籃教頭,6,1.0,1.33,1.83,2.83
籃教頭,7,4.94,1.12,9.06,5.12
籃教頭,9,1.5,1.29,9.14,12.0
籃教頭,11,1.65,1.08,9.38,2.73
籃教頭,12,3.36,1.73,9.82,4.73
籃教頭,14,1.12,1.25,1.88,2.0
籃教頭,16,1.67,1.0,7.0,3.0
籃教頭,17,1.56,1.33,4.0,2.56
籃教頭,19,2.0,1.0,2.0,2.0
籃教頭,20,1.75,0.62,10.67,9.5
籃教頭,26,1.0,0.29,3.71,2.0
籃教頭,27,3.33,1.5,12.17,4.67
籃教頭,30,0.0,0.0,0.6,0.6
籃教頭,31,0.19,0.29,2.0,1.05
籃教頭,32,4.0,1.0,13.0,12.0
籃教頭,34,0.33,1.33,2.0,2.33
籃教頭,35,0.95,1.32,14.95,6.05
籃教頭,96,0.0,0.33,5.67,6.33
翰宇投資,1,1.45,0.91,9.91,2.36
翰宇投資,2,2.0,1.31,5.31,2.69
翰宇投資,3,1.0,1.5,5.3,1.9
翰宇投資,4,0.43,0.43,7.57,3.36
翰宇投資,5,0.2,0.8,0.4,1.2
翰宇投資,6,0.77,1.0,6.62,7.62
翰宇投資,7,0.36,0.36,0.64,1.55
翰宇投資,8,0.17,0.42,2.83,4.5
翰宇投資,9,1.0,1.71,7.86,5.86
翰宇投資,10,0.17,0.42,2.58,3.17
翰宇投資,11,0.23,1.0,2.23,3.38
翰宇投資,12,1.5,0.58,3.5,4.83
翰宇投資,14,0.0,1.0,0.0,1.0
翰宇投資,19,2.5,0.5,7.5,6.5
翰宇投資,21,0.0,0.0,2.0,8.0
翰宇投資,23,1.67,1.33,2.33,2.0
翰宇投資,25,0.27,0.27,3.09,3.09
翰宇投資,30,1.92,0.75,1.92,1.83
聖瑪莉,3,0.75,0.5,0.5,1.25
聖瑪莉,4,3.0,2.67,5.67,4.67
聖瑪莉,6,3.86,2.43,16.0,7.14
聖瑪莉,7,0.33,0.17,1.33,1.83
聖瑪莉,8,0.86,1.29,3.29,2.43
聖瑪莉,10,1.67,0.0,5.33,6.67
聖瑪莉,11,0.0,0.0,3.0,3.0
聖瑪莉,12,1.86,2.0,16.43,5.71
聖瑪莉,13,1.0,0.0,4.0,7.0
聖瑪莉,15,1.33,1.33,6.67,10.5
聖瑪莉,78,1.25,0.25,3.0,4.5
聖瑪莉,87,0.0,0.0,0.0,6.0
聖瑪莉,94,2.0,1.67,5.67,7.0
肉丸阿康,0,1.8,1.0,2.4,2.4
肉丸阿康,1,0.67,0.33,9.0,4.67
肉丸阿康,2,0.33,1.0,1.0,2.17
肉丸阿康,7,3.0,0.5,2.5,3.5
肉丸阿康,8,0.0,0.0,0.0,1.0
肉丸阿康,10,1.8,1.2,4.8,1.4
肉丸阿康,11,0.5,0.5,7.25,8.75
肉丸阿康,12,1.8,1.4,2.8,2.2
肉丸阿康,13,0.5,0.5,7.75,3.75
肉丸阿康,20,0.83,1.33,9.17,6.17
肉丸阿康,21,1.33,1.67,2.67,4.67
肉丸阿康,26,0.0,0.0,3.0,1.25
肉丸阿康,32,0.5,0.17,5.0,3.33
肉丸阿康,33,1.4,0.6,4.8,5.4
肉丸阿康,41,1.67,2.33,6.67,6.33
肉丸阿康,55,1.0,0.0,0.0,3.0
薇閣聯隊,1,4.0,0.0,2.0,1.0
薇閣聯隊,2,3.0,1.6,2.8,4.0
薇閣聯隊,3,1.2,1.0,5.2,4.4
薇閣聯隊,4,0.33,0.33,3.17,1.83
薇閣聯隊,8,1.33,1.33,8.0,2.67
薇閣聯隊,9,2.0,0.5,4.0,7.0
薇閣聯隊,11,4.0,2.0,8.0,9.0
薇閣聯隊,12,0.0,0.0,10.0,5.0
薇閣聯隊,13,4.0,2.0,23.0,6.0
薇閣聯隊,15,1.6,1.4,18.8,6.0
薇閣聯隊,19,0.8,0.4,2.4,3.6
薇閣聯隊,23,4.0,0.0,10.0,2.0
薇閣聯隊,24,0.0,1.0,0.0,2.0
薇閣聯隊,32,0.0,0.0,0.0,0.0
薇閣聯隊,81,1.67,1.17,6.83,6.17
金色狂瘋,0,0.0,0.0,0.0,0.0
金色狂瘋,1,0.83,1.38,6.55,6.17
金色狂瘋,2,1.56,1.22,5.11,6.44
金色狂瘋,3,1.84,0.95,3.6,2.44
金色狂瘋,5,1.0,0.0,5.0,5.0
金色狂瘋,6,3.4,2.17,10.89,4.26
金色狂瘋,7,0.0,0.0,2.0,4.0
金色狂瘋,8,2.39,0.94,9.61,4.0
金色狂瘋,9,1.96,0.7,2.74,4.22
金色狂瘋,10,0.88,1.02,2.98,1.83
金色狂瘋,11,2.08,2.15,19.15,6.77
金色狂瘋,12,0.5,1.0,14.5,5.0
金色狂瘋,13,1.24,1.48,3.4,5.44
金色狂瘋,16,0.0,1.0,2.0,1.0
金色狂瘋,17,0.0,0.0,0.0,4.0
金色狂瘋,18,1.5,1.75,5.5,5.0
金色狂瘋,19,0.83,1.21,12.75,11.46
金色狂瘋,21,0.0,1.0,11.0,8.0
金色狂瘋,23,0.0,2.5,7.0,6.5
金色狂瘋,24,0.25,1.25,4.25,3.25
金色狂瘋,25,2.0,1.5,6.0,3.0
金色狂瘋,28,0.67,0.9,1.81,4.86
金色狂瘋,30,1.21,1.21,5.0,2.86
金色狂瘋,33,2.73,1.8,17.17,7.03
金色狂瘋,34,0.67,0.33,5.67,4.67
金色狂瘋,38,0.0,1.0,8.0,6.0
金色狂瘋,88,1.38,0.9,11.0,6.33
金色狂瘋,91,2.0,0.0,0.0,3.0
鈦騰傘業,0,0.88,0.38,2.62,1.88
鈦騰傘業,2,1.0,0.62,4.12,2.38
鈦騰傘業,7,4.22,1.56,10.56,1.33
鈦騰傘業,8,1.86,0.71,10.71,2.71
鈦騰傘業,9,0.88,0.5,2.38,2.12
鈦騰傘業,10,0.86,0.43,0.86,3.43
鈦騰傘業,12,1.67,2.33,15.67,9.11
鈦騰傘業,30,3.33,1.67,13.33,1.67
鈦騰傘業,32,4.0,1.88,4.62,5.5
鈦騰傘業,33,0.88,0.38,3.88,2.62
鈦騰傘業,35,3.0,1.67,12.0,3.83
鈦騰傘業,47,1.14,1.57,14.71,7.0
鈦騰傘業,68,0.4,0.2,2.2,2.4
關渡勇士,0,2.0,1.0,3.0,1.5
關渡勇士,1,0.5,0.25,2.75,3.5
關渡勇士,3,0.75,1.5,7.5,6.25
關渡勇士,4,2.8,0.8,7.4,2.6
關渡勇士,5,3.0,1.6,20.6,4.4
關渡勇士,6,0.0,0.0,2.0,1.0
關渡勇士,7,1.0,1.0,10.0,5.0
關渡勇士,9,1.5,0.0,9.5,8.0
關渡勇士,10,0.0,1.33,1.67,3.67
關渡勇士,12,1.0,4.0,20.0,8.0
關渡勇士,13,0.75,0.75,4.75,6.0
關渡勇士,14,1.33,2.67,8.33,6.33
關渡勇士,15,0.5,0.5,4.0,8.5
關渡勇士,16,0.33,0.33,1.67,2.67
關渡勇士,24,1.0,2.0,4.0,0.0
關渡勇士,31,1.0,1.5,4.5,3.0
關渡勇士,32,2.0,2.0,8.0,6.33
關渡勇士,55,2.5,1.0,6.0,3.5
阿牛犬貓,0,1.35,2.55,17.25,4.45
阿牛犬貓,1,2.28,1.0,13.12,9.8
阿牛犬貓,2,1.14,0.59,1.14,2.14
阿牛犬貓,3,1.57,1.0,5.0,4.86
阿牛犬貓,5,1.46,0.89,6.29,7.29
阿牛犬貓,6,3.84,3.16,8.42,6.21
阿牛犬貓,7,1.64,0.73,7.73,5.27
阿牛犬貓,9,0.1,0.2,0.6,0.6
阿牛犬貓,10,0.0,0.33,0.67,2.67
阿牛犬貓,11,1.52,0.33,2.14,1.86
阿牛犬貓,13,2.0,1.37,14.04,3.44
阿牛犬貓,21,0.0,0.0,0.78,0.44
阿牛犬貓,23,2.0,1.08,6.17,8.92
阿牛犬貓,27,0.33,0.0,0.0,4.0
阿牛犬貓,32,0.33,0.0,4.67,4.33
阿牛犬貓,33,0.17,0.0,1.17,0.17
阿牛犬貓,34,3.92,1.31,5.46,4.31
阿牛犬貓,74,3.5,3.1,3.9,3.7
陽明牙醫,0,0.0,0.0,0.0,2.0
陽明牙醫,1,0.54,0.77,5.77,3.62
陽明牙醫,2,0.0,1.0,4.0,2.0
陽明牙醫,3,1.0,1.0,2.0,4.5
陽明牙醫,5,5.19,1.9,11.39,6.55
陽明牙醫,6,2.27,1.1,5.07,3.27
陽明牙醫,7,2.53,1.82,10.18,9.47
陽明牙醫,8,0.82,0.68,5.41,6.38
陽明牙醫,9,1.38,0.74,4.59,4.62
陽明牙醫,10,1.0,0.5,5.5,2.0
陽明牙醫,11,2.61,1.19,5.71,4.45
陽明牙醫,13,1.07,0.67,5.37,2.52
陽明牙醫,17,1.8,0.4,5.0,8.4
陽明牙醫,19,1.39,1.67,10.89,6.89
陽明牙醫,21,0.36,0.5,5.91,6.14
陽明牙醫,23,0.8,1.1,7.7,5.0
陽明牙醫,24,0.0,0.0,6.0,4.0
陽明牙醫,25,1.0,0.67,10.67,3.67
陽明牙醫,30,2.0,0.0,2.0,4.0
陽明牙醫,32,1.89,1.33,5.78,3.72
陽明牙醫,33,3.0,1.0,10.42,5.73
陽明牙醫,35,2.0,1.0,8.0,12.0
陽明牙醫,69,1.75,0.25,5.0,2.25
陽明牙醫,77,0.0,1.0,0.0,2.0
黃色小鴨,0,1.5,0.75,6.75,1.5
黃色小鴨,1,1.11,0.89,5.11,5.11
黃色小鴨,3,1.29,1.71,12.05,8.29
黃色小鴨,4,6.83,3.29,10.5,5.17
黃色小鴨,9,2.5,1.0,3.0,6.5
黃色小鴨,12,2.56,2.56,5.06,9.12
黃色小鴨,13,1.81,2.0,12.67,4.62
黃色小鴨,14,0.53,0.88,1.94,2.41
黃色小鴨,15,1.38,0.88,3.38,6.0
黃色小鴨,16,0.8,1.2,7.7,7.7
黃色小鴨,20,0.29,0.43,4.29,2.14
黃色小鴨,21,2.56,2.06,16.17,4.28
黃色小鴨,31,0.29,0.86,2.29,1.57
黃色小鴨,32,0.33,0.0,7.0,5.67
黃色小鴨,33,1.4,1.2,6.5,3.8
黃色小鴨,40,1.4,1.0,10.9,9.25
黃色小鴨,99,1.0,1.0,3.0,2.0
